0,0,2,0,1,0,FALSE,1,TRUE,0,0,TRUE,254,2,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,26,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3601,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,99,FALSE,phishing
0,0,1,0,0,0,FALSE,1,FALSE,0,0,TRUE,389,1,0,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,39,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3593,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,56,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3593,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,66,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,1,0,TRUE,3602,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,100,FALSE,phishing
0,0,9,0,4,11,TRUE,1,TRUE,3,0,TRUE,22,4,0,FALSE,FALSE,TRUE,4,0,TRUE,TRUE,25,FALSE,phishing
0,0,1,0,0,0,FALSE,1,FALSE,0,0,TRUE,24,1,0,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,39,FALSE,phishing
0,0,1,1,0,0,FALSE,1,TRUE,0,0,TRUE,0,1,0,FALSE,TRUE,FALSE,2,0,FALSE,TRUE,11,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,1,0,TRUE,3588,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,69,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,1,0,TRUE,3348,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,94,FALSE,phishing
0,0,2,0,0,0,FALSE,1,TRUE,0,0,TRUE,3049,2,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,26,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3184,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,75,FALSE,phishing
0,0,3,0,0,0,FALSE,1,TRUE,0,0,TRUE,164,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,36,FALSE,phishing
0,0,2,0,0,0,FALSE,1,TRUE,0,0,TRUE,275,2,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,26,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3602,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,100,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3241,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,108,FALSE,phishing
0,0,2,0,0,0,FALSE,1,TRUE,0,0,TRUE,1,2,0,FALSE,TRUE,FALSE,4,0,FALSE,TRUE,26,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3604,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,98,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3221,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,72,FALSE,phishing
0,0,9,0,0,6,TRUE,1,TRUE,3,0,TRUE,21,4,5,FALSE,FALSE,TRUE,3,0,TRUE,TRUE,25,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,1,0,TRUE,3575,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,105,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3599,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,102,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3176,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,65,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3117,1,0,FALSE,TRUE,FALSE,5,0,FALSE,TRUE,83,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,FALSE,3589,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,83,TRUE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3581,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,28,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,1,0,TRUE,3598,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,67,FALSE,phishing
0,0,1,0,0,0,FALSE,1,TRUE,0,0,TRUE,3607,1,0,FALSE,TRUE,FALSE,6,0,FALSE,TRUE,18,FALSE,phishing
